Reading ./Data/Chinese/short_conversation_corpus/stanceResponse.train
Reading ./Data/Chinese/short_conversation_corpus/stanceResponse.test
Creating Alphabet......
OrderedDict([('n', 1873), ('p', 3741), ('m', 1707)])
Created over
----------args----------
embed_size=128
Steps=50
lr=0.001
dropout=0.5
batch_size=16
word_cut_off=0
biLSTM_hidden_size=64
biLSTM_hidden_num=1
Optimizer=True
lr_decay=True
clip_grad=False
using_pred_emb=False
language=Chinese


using biLSTM...
use_cuda: True
using Adam...
best F1=0.5366
Step: 0 - loss: 0.061902  Train  acc: 50.5942%3704/7321     Test  acc: 54.4976%1139/2090  F1=0.5366#use 0m5s(-3m56s)
best F1=0.6213
Step: 1 - loss: 0.054327  Train  acc: 59.4591%4353/7321     Test  acc: 60.2392%1259/2090  F1=0.6213#use 0m9s(-3m52s)
best F1=0.6336
Step: 2 - loss: 0.045738  Train  acc: 68.0372%4981/7321     Test  acc: 61.4354%1284/2090  F1=0.6336#use 0m14s(-3m49s)
Step: 3 - loss: 0.034960  Train  acc: 77.2709%5657/7321     Test  acc: 60.6699%1268/2090  F1=0.6188#use 0m18s(-3m49s)
Step: 4 - loss: 0.021587  Train  acc: 87.6110%6414/7321     Test  acc: 59.9522%1253/2090  F1=0.5947#use 0m23s(-3m47s)
Step: 5 - loss: 0.009419  Train  acc: 95.6427%7002/7321     Test  acc: 58.6603%1226/2090  F1=0.5622#use 0m27s(-3m48s)
Step: 6 - loss: 0.004023  Train  acc: 98.4975%7211/7321     Test  acc: 57.8469%1209/2090  F1=0.5602#use 0m34s(-3m59s)
Step: 7 - loss: 0.002326  Train  acc: 99.1121%7256/7321     Test  acc: 58.0861%1214/2090  F1=0.5653#use 0m40s(-4m11s)
Step: 8 - loss: 0.000861  Train  acc: 99.7951%7306/7321     Test  acc: 58.0383%1213/2090  F1=0.5893#use 0m47s(-4m20s)
Step: 9 - loss: 0.000368  Train  acc: 99.9454%7317/7321     Test  acc: 58.7081%1227/2090  F1=0.5887#use 0m53s(-4m27s)
Step: 10 - loss: 0.000138  Train  acc: 99.9863%7320/7321     Test  acc: 58.3732%1220/2090  F1=0.5849#use 1m0s(-4m33s)
Step: 11 - loss: 0.000059  Train  acc: 100.0000%7321/7321     Test  acc: 57.7512%1207/2090  F1=0.5766#use 1m7s(-4m38s)
Step: 12 - loss: 0.000031  Train  acc: 100.0000%7321/7321     Test  acc: 57.6077%1204/2090  F1=0.5723#use 1m13s(-4m43s)
Step: 13 - loss: 0.000019  Train  acc: 100.0000%7321/7321     Test  acc: 57.7512%1207/2090  F1=0.5739#use 1m20s(-4m46s)
Step: 14 - loss: 0.000013  Train  acc: 100.0000%7321/7321     Test  acc: 57.7990%1208/2090  F1=0.5743#use 1m27s(-4m49s)
Step: 15 - loss: 0.000009  Train  acc: 100.0000%7321/7321     Test  acc: 57.8469%1209/2090  F1=0.5758#use 1m33s(-4m52s)
Step: 16 - loss: 0.000007  Train  acc: 100.0000%7321/7321     Test  acc: 57.8469%1209/2090  F1=0.5753#use 1m40s(-4m55s)
Step: 17 - loss: 0.000005  Train  acc: 100.0000%7321/7321     Test  acc: 57.7990%1208/2090  F1=0.5755#use 1m47s(-4m57s)
Step: 18 - loss: 0.000004  Train  acc: 100.0000%7321/7321     Test  acc: 57.6555%1205/2090  F1=0.5738#use 1m54s(-4m59s)
Step: 19 - loss: 0.000003  Train  acc: 100.0000%7321/7321     Test  acc: 57.5598%1203/2090  F1=0.5727#use 2m0s(-5m1s)
Step: 20 - loss: 0.000002  Train  acc: 100.0000%7321/7321     Test  acc: 57.6077%1204/2090  F1=0.5724#use 2m7s(-5m2s)
Step: 21 - loss: 0.000002  Train  acc: 100.0000%7321/7321     Test  acc: 57.7990%1208/2090  F1=0.5734#use 2m14s(-5m4s)
Step: 22 - loss: 0.000001  Train  acc: 100.0000%7321/7321     Test  acc: 57.9426%1211/2090  F1=0.5743#use 2m20s(-5m5s)
Step: 23 - loss: 0.000001  Train  acc: 100.0000%7321/7321     Test  acc: 57.7990%1208/2090  F1=0.5734#use 2m27s(-5m6s)
