Reading ./Data/Chinese/short_conversation_corpus/stanceResponse.train
Reading ./Data/Chinese/short_conversation_corpus/stanceResponse.test
Creating Alphabet......
OrderedDict([('n', 1873), ('p', 3741), ('m', 1707)])
Created over
----------args----------
embed_size=128
Steps=50
lr=0.001
dropout=0.5
batch_size=16
word_cut_off=0
biLSTM_hidden_size=64
biLSTM_hidden_num=1
Optimizer=True
lr_decay=True
clip_grad=False
using_pred_emb=False
language=Chinese


using biLSTM...
use_cuda: True
using Adam...
best F1=0.5366
Step: 24 - loss: 0.000001  Train  acc: 100.0000%7321/7321     Test  acc: 57.7033%1206/2090  F1=0.5722#use 2m34s(-5m7s)
Step: 25 - loss: 0.000001  Train  acc: 100.0000%7321/7321     Test  acc: 57.7512%1207/2090  F1=0.5734#use 2m40s(-5m8s)
Step: 26 - loss: 0.000000  Train  acc: 100.0000%7321/7321     Test  acc: 57.8469%1209/2090  F1=0.5750#use 2m47s(-5m9s)
Step: 27 - loss: 0.000000  Train  acc: 100.0000%7321/7321     Test  acc: 57.9426%1211/2090  F1=0.5767#use 2m54s(-5m10s)
Step: 28 - loss: 0.000000  Train  acc: 100.0000%7321/7321     Test  acc: 57.7033%1206/2090  F1=0.5758#use 3m0s(-5m11s)
Step: 29 - loss: 0.000000  Train  acc: 100.0000%7321/7321     Test  acc: 57.5598%1203/2090  F1=0.5737#use 3m7s(-5m12s)
Step: 30 - loss: 0.000000  Train  acc: 100.0000%7321/7321     Test  acc: 57.4163%1200/2090  F1=0.5726#use 3m14s(-5m12s)
Step: 31 - loss: 0.000000  Train  acc: 100.0000%7321/7321     Test  acc: 57.9904%1212/2090  F1=0.5792#use 3m20s(-5m13s)
Step: 32 - loss: 0.004692  Train  acc: 97.5003%7138/7321     Test  acc: 57.4641%1201/2090  F1=0.5751#use 3m27s(-5m14s)
Step: 33 - loss: 0.003618  Train  acc: 98.0740%7180/7321     Test  acc: 58.3732%1220/2090  F1=0.5847#use 3m34s(-5m14s)
Step: 34 - loss: 0.000292  Train  acc: 99.9044%7314/7321     Test  acc: 57.4641%1201/2090  F1=0.5769#use 3m40s(-5m15s)
Step: 35 - loss: 0.000021  Train  acc: 100.0000%7321/7321     Test  acc: 57.7033%1206/2090  F1=0.5766#use 3m46s(-5m14s)
Step: 36 - loss: 0.000011  Train  acc: 100.0000%7321/7321     Test  acc: 57.7990%1208/2090  F1=0.5776#use 3m51s(-5m13s)
Step: 37 - loss: 0.000008  Train  acc: 100.0000%7321/7321     Test  acc: 58.0383%1213/2090  F1=0.5796#use 3m57s(-5m11s)
Step: 38 - loss: 0.000006  Train  acc: 100.0000%7321/7321     Test  acc: 57.8947%1210/2090  F1=0.5782#use 4m2s(-5m10s)
Step: 39 - loss: 0.000005  Train  acc: 100.0000%7321/7321     Test  acc: 57.9426%1211/2090  F1=0.5789#use 4m7s(-5m9s)
Step: 40 - loss: 0.000004  Train  acc: 100.0000%7321/7321     Test  acc: 57.7512%1207/2090  F1=0.5766#use 4m12s(-5m7s)
Step: 41 - loss: 0.000003  Train  acc: 100.0000%7321/7321     Test  acc: 57.7033%1206/2090  F1=0.5747#use 4m17s(-5m6s)
Step: 42 - loss: 0.000003  Train  acc: 100.0000%7321/7321     Test  acc: 57.8469%1209/2090  F1=0.5765#use 4m21s(-5m4s)
Step: 43 - loss: 0.000002  Train  acc: 100.0000%7321/7321     Test  acc: 57.6555%1205/2090  F1=0.5755#use 4m25s(-5m1s)
Step: 44 - loss: 0.000002  Train  acc: 100.0000%7321/7321     Test  acc: 57.8469%1209/2090  F1=0.5769#use 4m29s(-4m59s)
Step: 45 - loss: 0.000002  Train  acc: 100.0000%7321/7321     Test  acc: 57.8947%1210/2090  F1=0.5771#use 4m33s(-4m57s)
Step: 46 - loss: 0.000001  Train  acc: 100.0000%7321/7321     Test  acc: 57.9426%1211/2090  F1=0.5773#use 4m37s(-4m55s)
Step: 47 - loss: 0.000001  Train  acc: 100.0000%7321/7321     Test  acc: 57.9904%1212/2090  F1=0.5789#use 4m41s(-4m53s)
Step: 48 - loss: 0.000001  Train  acc: 100.0000%7321/7321     Test  acc: 58.2775%1218/2090  F1=0.5827#use 4m45s(-4m51s)
Step: 49 - loss: 0.000001  Train  acc: 100.0000%7321/7321     Test  acc: 58.3732%1220/2090  F1=0.5830#use 4m49s(-4m49s)
Total: best F1 = 0.6335500000000001 acc = 61.4354066985646
